name,id,date_str,minTemp,medianTemp,cnt
安徽-池州,100,20150807,31.0,33.0,747
安徽-池州,100,20160202,14.0,15.0,370
安徽-池州,100,20160203,23.0,24.0,701
安徽-池州,100,20160205,19.0,19.0,318
安徽-池州,100,20160209,26.0,28.0,200
安徽-池州,100,20160210,15.0,23.0,620
安徽-池州,100,20160217,17.0,18.0,323
安徽-池州,100,20160219,18.0,19.0,371
安徽-池州,100,20160303,19.0,21.0,402
安徽-池州,100,20160304,27.0,27.0,127
安徽-池州,100,20160322,22.0,22.0,146
安徽-池州,100,20160323,21.0,22.0,217
安徽-池州,100,20160324,20.0,21.0,646
安徽-池州,100,20160325,9.0,13.0,386
安徽-池州,100,20160329,23.0,24.0,308
安徽-池州,100,20160401,33.0,33.0,317
安徽-池州,100,20160406,22.0,22.0,332
安徽-池州,100,20160502,27.0,27.0,580
安徽-池州,100,20160514,27.0,28.0,345
安徽-池州,100,20160718,21.0,23.0,291
安徽-池州,100,20160722,31.0,34.0,116
安徽-池州,100,20160723,22.0,26.0,270
安徽-池州,100,20160911,32.0,32.0,12
安徽-池州,100,20160922,31.0,31.0,2
安徽-池州,100,20161001,31.0,31.0,28
安徽-池州,100,20161002,30.0,33.0,67
安徽-池州,100,20161005,31.0,33.0,1183
安徽-池州,100,20161006,32.0,32.0,196
安徽-池州,100,20161031,22.0,24.0,326
安徽-池州,100,20161102,22.0,23.0,363
安徽-池州,100,20161116,22.0,24.0,1445
安徽-池州,100,20161129,9.0,10.0,184
安徽-池州,100,20161130,12.0,12.0,33
安徽-池州,100,20161201,13.0,13.0,3
安徽-池州,100,20161202,12.0,22.0,319
安徽-池州,100,20161203,12.0,14.5,58
安徽-池州,100,20161204,14.0,25.0,600
安徽-池州,100,20161205,12.0,18.0,338
安徽-池州,100,20161208,8.0,8.0,72
安徽-池州,100,20161210,10.0,10.0,30
安徽-池州,100,20161216,3.0,3.0,40
安徽-池州,100,20161226,8.0,9.0,452
安徽-池州,100,20161227,10.0,13.0,3598
安徽-池州,100,20161228,5.0,15.0,577
安徽-池州,100,20161229,4.0,12.0,992
安徽-池州,100,20161230,5.0,10.0,698
安徽-池州,100,20161231,6.0,11.0,1050
安徽-池州,100,20170101,7.0,13.0,933
安徽-池州,100,20170102,10.0,16.0,652
安徽-池州,100,20170103,11.0,15.0,1325
安徽-池州,100,20170104,13.0,20.0,1735
安徽-池州,100,20170105,15.0,16.0,1114
安徽-池州,100,20170106,14.0,16.0,3759
安徽-池州,100,20170107,13.0,15.0,2201
安徽-池州,100,20170108,8.0,17.0,2778
安徽-池州,100,20170109,16.0,19.0,5678
安徽-池州,100,20170110,13.0,18.0,2634
安徽-池州,100,20170111,11.0,16.0,2784
安徽-池州,100,20170112,11.0,17.0,1848
安徽-池州,100,20170113,11.0,14.0,1151
安徽-池州,100,20170114,10.0,11.0,1815
安徽-池州,100,20170115,9.0,21.0,4081
安徽-池州,100,20170116,9.0,18.0,3568
安徽-池州,100,20170117,11.0,13.0,585
安徽-池州,100,20170119,21.0,23.0,176
安徽-池州,100,20170120,4.0,19.0,1019
安徽-池州,100,20170121,21.0,23.0,583
安徽-池州,100,20170122,18.0,24.0,1077
安徽-池州,100,20170123,14.0,19.0,775
安徽-池州,100,20170124,9.0,14.0,569
安徽-池州,100,20170125,13.0,21.0,1321
安徽-池州,100,20170126,6.0,20.0,1684
安徽-池州,100,20170127,12.0,22.0,281
安徽-池州,100,20170128,10.0,16.0,810
安徽-池州,100,20170129,16.0,23.0,2187
安徽-池州,100,20170130,6.0,19.0,819
安徽-池州,100,20170131,7.0,19.0,1863
安徽-池州,100,20170201,10.0,21.0,5735
安徽-池州,100,20170202,7.0,19.0,7829
安徽-池州,100,20170203,10.0,22.0,5458
安徽-池州,100,20170204,16.0,19.0,6432
安徽-池州,100,20170205,13.0,14.0,1829
安徽-池州,100,20170206,9.0,16.0,4703
安徽-池州,100,20170207,11.0,15.0,4259
安徽-池州,100,20170208,4.0,14.0,3891
安徽-池州,100,20170209,4.0,14.0,5896
安徽-池州,100,20170210,10.0,16.0,6947
安徽-池州,100,20170211,1.0,13.0,5111
安徽-池州,100,20170212,3.0,12.0,3467
安徽-池州,100,20170213,7.0,8.0,38
安徽-池州,100,20170214,6.0,24.0,1029
安徽-池州,100,20170217,14.0,23.0,361
安徽-池州,100,20170218,9.0,9.0,47
安徽-池州,100,20170219,10.0,12.0,86
安徽-池州,100,20170220,15.0,19.0,79
安徽-池州,100,20170221,21.0,22.0,570
安徽-池州,100,20170222,6.0,14.0,906
安徽-池州,100,20170223,5.0,11.0,1850
安徽-池州,100,20170224,6.0,16.0,3797
安徽-池州,100,20170225,7.0,17.0,5264
安徽-池州,100,20170226,9.0,13.0,1292
安徽-池州,100,20170227,13.0,17.0,1308
安徽-池州,100,20170228,11.0,18.0,1129
安徽-池州,100,20170301,12.0,24.0,459
安徽-池州,100,20170302,10.0,16.0,1811
安徽-池州,100,20170303,12.0,13.0,199
安徽-池州,100,20170304,23.0,24.0,306
安徽-池州,100,20170306,10.0,13.0,207
安徽-池州,100,20170307,9.0,9.0,9
安徽-池州,100,20170308,9.0,14.0,412
安徽-池州,100,20170309,13.0,15.0,263
安徽-池州,100,20170310,16.0,17.0,110
安徽-池州,100,20170311,14.0,18.0,57
安徽-池州,100,20170312,15.0,16.0,39
安徽-池州,100,20170314,7.0,8.0,111
安徽-池州,100,20170315,10.0,10.0,200
安徽-池州,100,20170316,11.0,15.0,1889
安徽-池州,100,20170317,10.0,17.0,1984
安徽-池州,100,20170318,13.0,21.0,2523
安徽-池州,100,20170319,12.0,15.0,1309
安徽-池州,100,20170320,13.0,16.0,407
安徽-池州,100,20170321,11.0,16.0,2456
安徽-池州,100,20170322,14.0,15.0,2191
安徽-池州,100,20170323,10.0,15.0,6153
安徽-池州,100,20170324,12.0,16.0,2176
安徽-池州,100,20170325,11.0,19.0,1502
安徽-池州,100,20170326,12.0,24.0,2669
安徽-池州,100,20170327,12.0,22.0,1941
安徽-池州,100,20170328,15.0,21.0,1194
安徽-池州,100,20170329,19.0,22.0,2124
安徽-池州,100,20170330,15.0,21.0,2655
安徽-池州,100,20170331,13.0,19.0,3152
安徽-池州,100,20170401,16.0,22.0,2976
安徽-池州,100,20170402,18.0,24.0,2254
安徽-池州,100,20170403,15.0,22.0,1268
安徽-池州,100,20170404,19.0,23.0,511
安徽-池州,100,20170405,21.0,21.0,203
安徽-池州,100,20170406,18.0,20.0,579
安徽-池州,100,20170407,19.0,20.0,536
安徽-池州,100,20170408,21.0,35.0,515
安徽-池州,100,20170409,17.0,18.0,416
安徽-池州,100,20170410,14.0,15.0,331
安徽-池州,100,20170411,9.0,17.0,1372
安徽-池州,100,20170412,13.0,19.0,1306
安徽-池州,100,20170413,17.0,18.0,624
安徽-池州,100,20170414,22.0,24.0,360
安徽-池州,100,20170415,20.0,21.0,432
安徽-池州,100,20170416,24.0,30.0,570
安徽-池州,100,20170417,26.0,26.0,785
安徽-池州,100,20170418,24.0,26.0,270
安徽-池州,100,20170419,22.0,24.0,602
安徽-池州,100,20170420,22.0,23.0,923
安徽-池州,100,20170421,20.0,20.5,148
安徽-池州,100,20170422,18.0,29.0,885
安徽-池州,100,20170423,24.0,29.0,705
安徽-池州,100,20170424,23.0,26.0,670
安徽-池州,100,20170425,22.0,24.0,203
安徽-池州,100,20170427,18.0,19.0,645
安徽-池州,100,20170428,19.0,24.0,459
安徽-池州,100,20170429,20.0,27.0,1111
安徽-池州,100,20170430,22.0,27.0,592
安徽-池州,100,20170501,24.0,27.0,1340
安徽-池州,100,20170502,20.0,24.0,1043
安徽-池州,100,20170503,19.0,26.0,772
安徽-池州,100,20170504,22.0,28.0,1571
安徽-池州,100,20170505,21.0,31.0,292
安徽-池州,100,20170507,23.0,24.0,342
安徽-池州,100,20170508,22.0,24.0,1290
安徽-池州,100,20170509,20.0,27.0,1383
安徽-池州,100,20170510,23.0,24.0,665
安徽-池州,100,20170511,25.0,26.0,423
安徽-池州,100,20170512,24.0,24.0,562
安徽-池州,100,20170513,22.0,23.0,128
安徽-池州,100,20170514,24.0,27.0,819
安徽-池州,100,20170515,24.0,27.0,495
安徽-池州,100,20170516,21.0,27.0,1907
安徽-池州,100,20170517,21.0,23.0,236
安徽-池州,100,20170518,23.0,30.0,733
安徽-池州,100,20170519,29.0,31.0,474
安徽-池州,100,20170520,27.0,28.0,458
安徽-池州,100,20170521,25.0,27.0,473
安徽-池州,100,20170522,27.0,29.0,424
安徽-池州,100,20170523,24.0,24.0,111
安徽-池州,100,20170524,21.0,23.0,666
安徽-池州,100,20170525,22.0,26.0,1359
安徽-池州,100,20170526,22.0,26.0,684
安徽-池州,100,20170527,25.0,26.0,449
安徽-池州,100,20170528,31.0,36.0,624
安徽-池州,100,20170529,32.0,35.0,466
安徽-池州,100,20170530,31.0,34.0,664
安徽-池州,100,20170531,32.0,32.0,205
安徽-池州,100,20170601,31.0,32.0,159
安徽-池州,100,20170602,27.0,27.0,16
安徽-池州,100,20170603,27.0,30.0,982
安徽-池州,100,20170604,29.0,29.0,172
安徽-池州,100,20170605,24.0,26.0,77
安徽-池州,100,20170606,22.0,23.0,154
安徽-池州,100,20170607,25.0,25.0,141
安徽-池州,100,20170608,27.0,34.0,201
安徽-池州,100,20170609,30.0,34.0,670
安徽-池州,100,20170611,28.0,30.0,878
安徽-池州,100,20170612,22.0,25.0,935
安徽-池州,100,20170613,22.0,23.0,142
安徽-池州,100,20170614,22.0,27.0,667
安徽-池州,100,20170615,25.0,31.0,531
安徽-池州,100,20170616,24.0,30.0,724
安徽-池州,100,20170617,25.0,27.0,144
安徽-池州,100,20170618,26.0,27.0,32
安徽-池州,100,20170619,26.0,31.0,860
安徽-池州,100,20170620,27.0,29.0,453
安徽-池州,100,20170622,31.0,33.0,240
安徽-池州,100,20170623,27.0,27.0,102
安徽-池州,100,20170624,27.0,28.0,53
安徽-池州,100,20170626,29.0,29.0,17
安徽-池州,100,20170627,27.0,27.0,75
安徽-池州,100,20170628,27.0,30.0,415
安徽-池州,100,20170629,34.0,35.0,170
安徽-池州,100,20170630,26.0,26.0,151
安徽-淮北,101,20160119,17.0,17.0,17
安徽-淮北,101,20160203,21.0,21.0,31
安徽-淮北,101,20160204,18.0,19.0,41
安徽-淮北,101,20160205,17.0,25.0,330
安徽-淮北,101,20160206,14.0,17.0,1005
安徽-淮北,101,20160207,2.0,7.0,363
安徽-淮北,101,20160208,4.0,9.0,255
安徽-淮北,101,20160209,6.0,10.0,538
安徽-淮北,101,20160210,11.0,12.0,402
安徽-淮北,101,20160211,12.0,14.0,770
安徽-淮北,101,20160212,13.0,16.0,1152
安徽-淮北,101,20160213,10.0,19.0,1232
安徽-淮北,101,20160214,3.0,8.0,501
安徽-淮北,101,20160215,2.0,10.0,1168
安徽-淮北,101,20160216,4.0,13.0,698
安徽-淮北,101,20160217,3.0,3.0,35
安徽-淮北,101,20160218,5.0,7.0,253
安徽-淮北,101,20160219,7.0,12.0,376
安徽-淮北,101,20160220,5.0,8.0,90
安徽-淮北,101,20160221,4.0,6.0,287
安徽-淮北,101,20160223,5.0,18.0,2211
安徽-淮北,101,20160309,13.0,13.0,117
安徽-淮北,101,20160413,28.0,29.0,216
安徽-淮北,101,20160507,24.0,28.0,1194
安徽-淮北,101,20160508,21.0,23.0,789
安徽-淮北,101,20160509,19.0,22.0,1180
安徽-淮北,101,20160510,20.0,21.0,209
安徽-淮北,101,20160511,19.0,25.0,1036
安徽-淮北,101,20160609,34.0,34.0,44
安徽-淮北,101,20160612,31.0,33.0,332
安徽-淮北,101,20160625,32.0,35.0,219
安徽-淮北,101,20160626,33.0,34.0,32
安徽-淮北,101,20160714,19.0,20.0,225
安徽-淮北,101,20160715,32.0,33.0,172
安徽-淮北,101,20160719,32.0,33.0,174
安徽-淮北,101,20160720,32.0,37.0,182
安徽-淮北,101,20160722,30.0,31.0,273
安徽-淮北,101,20160723,33.0,34.0,41
安徽-淮北,101,20160804,32.0,32.0,39
安徽-淮北,101,20160808,35.0,36.0,140
安徽-淮北,101,20160813,26.0,36.0,140
安徽-淮北,101,20160816,30.0,31.0,163
安徽-淮北,101,20160825,29.0,32.0,961
安徽-淮北,101,20160826,28.0,29.0,813
安徽-淮北,101,20160827,24.0,28.0,408
安徽-淮北,101,20160828,24.0,24.0,365
安徽-淮北,101,20160829,29.0,30.0,43
安徽-淮北,101,20160830,24.0,30.0,1026
安徽-淮北,101,20160831,26.0,27.0,482
安徽-淮北,101,20160901,26.0,27.0,329
安徽-淮北,101,20160912,27.0,32.0,203
安徽-淮北,101,20160918,31.0,32.0,200
安徽-淮北,101,20160926,33.0,33.0,40
安徽-淮北,101,20161001,27.0,27.0,263
安徽-淮北,101,20161004,29.0,34.0,262
安徽-淮北,101,20161006,31.0,33.0,390
安徽-淮北,101,20161007,28.0,29.0,290
安徽-淮北,101,20161009,23.0,25.0,198
安徽-淮北,101,20161010,30.0,30.0,217
安徽-淮北,101,20161108,21.0,23.0,29
安徽-淮北,101,20161112,17.0,17.0,40
安徽-淮北,101,20161122,21.0,21.0,1
安徽-淮北,101,20161129,8.0,17.0,2779
安徽-淮北,101,20161130,12.0,13.0,1073
安徽-淮北,101,20161201,11.0,11.5,118
安徽-淮北,101,20161202,11.0,12.0,95
安徽-淮北,101,20161203,15.0,15.0,17
安徽-淮北,101,20161204,20.0,21.0,238
安徽-淮北,101,20161205,20.0,23.0,1025
安徽-淮北,101,20161206,20.0,23.0,426
安徽-淮北,101,20161207,20.0,21.0,149
安徽-淮北,101,20161210,20.0,20.0,17
安徽-淮北,101,20161211,7.0,7.0,65
安徽-淮北,101,20161213,9.0,9.0,25
安徽-淮北,101,20161214,6.0,7.0,154
安徽-淮北,101,20161217,8.0,8.0,96
安徽-淮北,101,20161220,9.0,10.0,64
安徽-淮北,101,20161221,9.0,9.0,8
安徽-淮北,101,20161222,6.0,16.0,924
安徽-淮北,101,20161223,10.0,12.0,432
安徽-淮北,101,20161224,9.0,17.0,585
安徽-淮北,101,20161225,9.0,17.0,1966
安徽-淮北,101,20161226,14.0,21.0,4540
安徽-淮北,101,20161227,10.0,16.0,3144
安徽-淮北,101,20161228,10.0,18.0,2726
安徽-淮北,101,20161229,10.0,15.0,923
安徽-淮北,101,20161230,6.0,6.0,768
安徽-淮北,101,20161231,6.0,6.0,1
安徽-淮北,101,20170103,7.0,21.0,389
安徽-淮北,101,20170104,7.0,7.0,36
安徽-淮北,101,20170107,20.0,21.0,125
安徽-淮北,101,20170108,17.0,17.0,19
安徽-淮北,101,20170110,21.0,22.0,119
安徽-淮北,101,20170112,20.0,21.0,94
安徽-淮北,101,20170114,6.0,6.0,376
安徽-淮北,101,20170115,6.0,9.0,603
安徽-淮北,101,20170116,5.0,18.0,2552
安徽-淮北,101,20170117,7.0,20.0,655
安徽-淮北,101,20170118,10.0,13.0,3500
安徽-淮北,101,20170119,10.0,11.0,1900
安徽-淮北,101,20170120,4.0,9.0,264
安徽-淮北,101,20170121,4.0,21.0,615
安徽-淮北,101,20170122,3.0,21.0,1149
安徽-淮北,101,20170123,3.0,13.0,545
安徽-淮北,101,20170124,8.0,17.0,2451
安徽-淮北,101,20170125,3.0,12.0,818
安徽-淮北,101,20170126,4.0,15.0,689
安徽-淮北,101,20170127,8.0,8.0,19
安徽-淮北,101,20170128,5.0,5.0,45
安徽-淮北,101,20170129,5.0,13.0,1075
安徽-淮北,101,20170130,20.0,20.0,30
安徽-淮北,101,20170131,-1.0,14.0,562
安徽-淮北,101,20170201,4.0,21.0,1020
安徽-淮北,101,20170202,2.0,15.0,1201
安徽-淮北,101,20170203,8.0,18.0,2373
安徽-淮北,101,20170204,4.0,20.0,2239
安徽-淮北,101,20170205,4.0,23.0,1198
安徽-淮北,101,20170206,4.0,18.0,1857
安徽-淮北,101,20170207,9.0,19.0,770
安徽-淮北,101,20170209,4.0,13.0,494
安徽-淮北,101,20170212,20.0,20.0,38
安徽-淮北,101,20170213,17.0,20.0,238
安徽-淮北,101,20170214,14.0,17.0,454
安徽-淮北,101,20170215,23.0,23.0,52
安徽-淮北,101,20170217,15.0,18.0,466
安徽-淮北,101,20170218,12.0,16.0,633
安徽-淮北,101,20170219,15.0,16.0,212
安徽-淮北,101,20170220,15.0,15.0,8
安徽-淮北,101,20170221,4.0,4.0,1
安徽-淮北,101,20170222,4.0,4.0,1
安徽-淮北,101,20170224,4.0,17.0,812
安徽-淮北,101,20170225,14.0,22.0,1045
安徽-淮北,101,20170226,14.0,18.0,859
安徽-淮北,101,20170227,13.0,16.0,412
安徽-淮北,101,20170228,12.0,23.0,474
安徽-淮北,101,20170301,17.0,23.0,1297
安徽-淮北,101,20170302,11.0,15.0,671
安徽-淮北,101,20170303,14.0,24.0,808
安徽-淮北,101,20170304,14.0,21.0,606
安徽-淮北,101,20170305,16.0,20.0,838
安徽-淮北,101,20170306,11.0,24.0,1645
安徽-淮北,101,20170307,13.0,18.0,582
安徽-淮北,101,20170308,12.0,14.0,378
安徽-淮北,101,20170309,17.0,21.0,1032
安徽-淮北,101,20170310,15.0,19.0,817
安徽-淮北,101,20170311,15.0,23.0,642
安徽-淮北,101,20170312,20.0,24.0,779
安徽-淮北,101,20170313,13.0,20.0,621
安徽-淮北,101,20170314,13.0,18.0,671
安徽-淮北,101,20170315,22.0,23.0,238
安徽-淮北,101,20170316,16.0,19.0,544
安徽-淮北,101,20170317,19.0,20.0,254
安徽-淮北,101,20170318,17.0,22.0,850
安徽-淮北,101,20170319,16.0,18.0,295
安徽-淮北,101,20170320,15.0,16.0,212
安徽-淮北,101,20170321,11.0,26.0,863
安徽-淮北,101,20170322,15.0,18.0,476
安徽-淮北,101,20170323,13.0,20.0,682
安徽-淮北,101,20170324,17.0,19.0,599
安徽-淮北,101,20170325,14.0,20.0,6122
安徽-淮北,101,20170326,13.0,18.0,5722
安徽-淮北,101,20170327,13.0,20.0,3111
安徽-淮北,101,20170328,16.0,22.0,2041
安徽-淮北,101,20170329,13.0,18.0,1757
安徽-淮北,101,20170330,14.0,15.0,315
安徽-淮北,101,20170331,12.0,17.0,993
安徽-淮北,101,20170401,13.0,23.0,1103
安徽-淮北,101,20170402,17.0,20.0,532
安徽-淮北,101,20170403,19.0,23.0,435
安徽-淮北,101,20170404,21.0,23.0,609
安徽-淮北,101,20170405,16.0,17.0,259
安徽-淮北,101,20170406,15.0,22.0,636
安徽-淮北,101,20170407,17.0,18.0,1287
安徽-淮北,101,20170408,20.0,25.0,1436
安徽-淮北,101,20170409,16.0,20.0,955
安徽-淮北,101,20170410,13.0,21.0,1170
安徽-淮北,101,20170411,16.0,21.0,1007
安徽-淮北,101,20170412,17.0,26.0,652
安徽-淮北,101,20170413,17.0,30.0,650
安徽-淮北,101,20170414,23.0,32.0,892
安徽-淮北,101,20170415,26.0,28.0,699
安徽-淮北,101,20170416,23.0,33.0,317
安徽-淮北,101,20170417,23.0,28.0,1741
安徽-淮北,101,20170418,24.0,25.0,900
安徽-淮北,101,20170419,24.0,27.0,505
安徽-淮北,101,20170420,23.0,25.0,2320
安徽-淮北,101,20170421,22.0,24.0,508
安徽-淮北,101,20170422,22.0,26.0,754
安徽-淮北,101,20170423,22.0,25.0,322
安徽-淮北,101,20170424,27.0,29.0,327
安徽-淮北,101,20170425,26.0,27.0,2612
安徽-淮北,101,20170426,21.0,24.0,671
安徽-淮北,101,20170427,22.0,23.0,359
安徽-淮北,101,20170428,22.0,26.0,536
安徽-淮北,101,20170429,32.0,33.0,213
安徽-淮北,101,20170430,27.0,29.0,502
安徽-淮北,101,20170501,29.0,36.0,178
安徽-淮北,101,20170502,26.0,27.0,579
安徽-淮北,101,20170503,22.0,27.0,630
安徽-淮北,101,20170504,19.0,26.0,2564
安徽-淮北,101,20170505,22.0,27.0,3612
安徽-淮北,101,20170506,22.0,29.0,4369
安徽-淮北,101,20170507,23.0,29.0,2025
安徽-淮北,101,20170508,21.0,24.0,5440
安徽-淮北,101,20170509,19.0,24.0,1983
安徽-淮北,101,20170510,24.0,28.0,2625
安徽-淮北,101,20170511,25.0,34.0,1361
安徽-淮北,101,20170512,26.0,33.0,3350
安徽-淮北,101,20170513,27.0,31.0,766
安徽-淮北,101,20170514,28.0,31.0,1700
安徽-淮北,101,20170515,23.0,26.0,1185
安徽-淮北,101,20170516,22.0,28.0,3673
安徽-淮北,101,20170517,25.0,30.0,1978
安徽-淮北,101,20170518,27.0,35.0,2182
安徽-淮北,101,20170519,20.0,22.0,455
安徽-淮北,101,20170520,25.0,30.0,1500
安徽-淮北,101,20170521,29.0,34.0,2120
安徽-淮北,101,20170522,29.0,36.0,3545
安徽-淮北,101,20170523,29.0,30.0,485
安徽-淮北,101,20170524,24.0,29.0,2062
安徽-淮北,101,20170525,23.0,28.0,2122
安徽-淮北,101,20170526,28.0,29.0,529
安徽-淮北,101,20170527,32.0,35.0,479
安徽-淮北,101,20170528,30.0,36.0,3164
安徽-淮北,101,20170529,22.0,34.0,662
安徽-淮北,101,20170530,31.0,33.0,487
安徽-淮北,101,20170531,28.0,30.0,155
安徽-淮北,101,20170602,22.0,25.0,548
安徽-淮北,101,20170603,28.0,29.0,2801
安徽-淮北,101,20170604,26.0,27.0,929
安徽-淮北,101,20170605,23.0,24.0,2968
安徽-淮北,101,20170606,20.0,23.0,1957
安徽-淮北,101,20170607,23.0,30.0,444
安徽-淮北,101,20170608,25.0,32.0,1547
安徽-淮北,101,20170609,30.0,35.0,3530
安徽-淮北,101,20170610,31.0,32.0,854
安徽-淮北,101,20170611,26.0,33.0,2052
安徽-淮北,101,20170612,28.0,34.0,645
安徽-淮北,101,20170613,32.0,34.0,1824
安徽-淮北,101,20170614,28.0,35.0,1200
安徽-淮北,101,20170615,34.0,36.0,1815
安徽-淮北,101,20170616,20.0,37.0,2271
安徽-淮北,101,20170617,32.0,33.0,1961
安徽-淮北,101,20170618,31.0,34.0,2477
安徽-淮北,101,20170619,32.0,37.0,3029
安徽-淮北,101,20170620,30.0,31.0,974
安徽-淮北,101,20170621,31.0,33.0,1563
安徽-淮北,101,20170622,32.0,36.0,826
安徽-淮北,101,20170623,33.0,35.0,3551
安徽-淮北,101,20170624,32.0,34.0,1139
安徽-淮北,101,20170625,32.0,35.0,1926
安徽-淮北,101,20170626,30.0,32.0,376
安徽-淮北,101,20170627,31.0,34.0,751
安徽-淮北,101,20170628,33.0,35.0,2855
安徽-淮北,101,20170629,34.0,36.0,3615
安徽-淮北,101,20170630,35.0,37.0,2189
安徽-淮南,102,20160119,17.0,18.0,238
安徽-淮南,102,20160121,12.0,13.0,259
安徽-淮南,102,20160204,19.0,19.0,223
安徽-淮南,102,20160205,12.0,18.0,2544
安徽-淮南,102,20160206,5.0,15.0,1871
安徽-淮南,102,20160207,7.0,14.0,1003
安徽-淮南,102,20160208,6.0,18.0,1789
安徽-淮南,102,20160209,11.0,22.0,2396
安徽-淮南,102,20160210,15.0,22.0,1890
安徽-淮南,102,20160211,14.0,19.0,2376
安徽-淮南,102,20160212,18.0,21.0,1801
安徽-淮南,102,20160213,12.0,14.0,1268
安徽-淮南,102,20160214,12.0,14.0,688
安徽-淮南,102,20160215,13.0,18.0,372
安徽-淮南,102,20160216,11.0,13.0,497
安徽-淮南,102,20160217,16.0,17.0,127
安徽-淮南,102,20160218,11.0,12.0,200
安徽-淮南,102,20160220,12.0,13.0,400
安徽-淮南,102,20160221,14.0,14.0,41
安徽-淮南,102,20160222,12.0,15.0,803
安徽-淮南,102,20160223,13.0,17.0,398
安徽-淮南,102,20160330,19.0,21.0,590
安徽-淮南,102,20160402,27.0,27.0,136
安徽-淮南,102,20160417,22.0,22.0,116
安徽-淮南,102,20160420,23.0,24.0,872
安徽-淮南,102,20160421,20.0,30.0,941
安徽-淮南,102,20160422,25.0,26.0,193
安徽-淮南,102,20160423,23.0,23.0,248
安徽-淮南,102,20160425,24.0,26.0,267
安徽-淮南,102,20160511,29.0,29.0,80
安徽-淮南,102,20160513,27.0,28.0,90
安徽-淮南,102,20160518,30.0,32.0,293
安徽-淮南,102,20160521,21.0,21.0,258
安徽-淮南,102,20160605,33.0,33.0,134
安徽-淮南,102,20160610,33.0,33.0,131
安徽-淮南,102,20160614,31.0,37.0,275
安徽-淮南,102,20160705,23.0,29.0,298
安徽-淮南,102,20160706,30.0,33.0,538
安徽-淮南,102,20160707,28.0,30.0,317
安徽-淮南,102,20160708,29.0,33.0,1103
安徽-淮南,102,20160709,30.0,35.0,1065
安徽-淮南,102,20160711,30.0,34.0,1136
安徽-淮南,102,20160712,27.0,32.0,1192
安徽-淮南,102,20160720,20.0,20.0,76
安徽-淮南,102,20160722,29.0,30.0,69
安徽-淮南,102,20160725,19.0,28.0,798
安徽-淮南,102,20160726,26.0,35.0,2404
安徽-淮南,102,20160727,24.0,35.0,1992
安徽-淮南,102,20160728,34.0,37.0,304
安徽-淮南,102,20160808,38.0,38.0,84
安徽-淮南,102,20160813,29.0,29.0,76
安徽-淮南,102,20160816,34.0,35.0,83
安徽-淮南,102,20160818,29.0,30.0,77
安徽-淮南,102,20160827,29.0,29.0,142
安徽-淮南,102,20160829,28.0,28.0,150
安徽-淮南,102,20160830,37.0,38.0,148
安徽-淮南,102,20160903,34.0,34.0,179
安徽-淮南,102,20160907,34.0,34.0,155
安徽-淮南,102,20160921,27.0,27.0,188
安徽-淮南,102,20160922,25.0,34.0,421
安徽-淮南,102,20160923,32.0,34.0,318
安徽-淮南,102,20160924,33.0,34.0,472
安徽-淮南,102,20160926,30.0,30.0,78
安徽-淮南,102,20160927,31.0,35.0,620
安徽-淮南,102,20160928,26.0,27.0,407
安徽-淮南,102,20160929,24.0,26.0,384
安徽-淮南,102,20160930,22.0,26.0,689
安徽-淮南,102,20161001,28.0,34.0,694
安徽-淮南,102,20161002,22.0,29.0,1455
安徽-淮南,102,20161003,23.0,27.0,1100
安徽-淮南,102,20161004,23.0,26.0,1212
安徽-淮南,102,20161005,24.0,28.0,1553
安徽-淮南,102,20161006,27.0,29.0,129
安徽-淮南,102,20161007,25.0,25.0,610
安徽-淮南,102,20161021,26.0,26.0,60
安徽-淮南,102,20161022,22.0,22.0,72
安徽-淮南,102,20161023,24.0,24.0,196
安徽-淮南,102,20161024,19.0,23.0,352
安徽-淮南,102,20161025,23.0,23.0,174
安徽-淮南,102,20161027,24.0,26.0,235
安徽-淮南,102,20161106,26.0,27.0,147
安徽-淮南,102,20161114,27.0,27.0,132
安徽-淮南,102,20161124,13.0,18.0,2245
安徽-淮南,102,20161125,8.0,14.0,2202
安徽-淮南,102,20161126,13.0,19.0,1579
安徽-淮南,102,20161127,10.0,13.0,302
安徽-淮南,102,20161128,11.0,19.0,752
安徽-淮南,102,20161129,14.0,17.0,1404
安徽-淮南,102,20161130,16.0,23.0,3247
安徽-淮南,102,20161203,13.0,14.0,108
安徽-淮南,102,20161219,27.0,28.0,173
安徽-淮南,102,20161221,19.0,20.0,200
安徽-淮南,102,20161222,17.0,21.0,393
安徽-淮南,102,20161223,19.0,21.0,106
安徽-淮南,102,20161224,8.0,10.0,411
安徽-淮南,102,20161225,7.0,9.0,184
安徽-淮南,102,20161226,8.0,19.0,167
安徽-淮南,102,20161227,13.0,16.0,532
安徽-淮南,102,20170112,20.0,20.0,77
安徽-淮南,102,20170117,22.0,23.0,290
安徽-淮南,102,20170119,20.0,23.0,485
安徽-淮南,102,20170120,19.0,21.0,476
安徽-淮南,102,20170121,8.0,10.0,312
安徽-淮南,102,20170122,10.0,19.0,958
安徽-淮南,102,20170123,13.0,22.0,4257
安徽-淮南,102,20170124,9.0,20.0,4935
安徽-淮南,102,20170125,9.0,21.0,5269
安徽-淮南,102,20170126,10.0,24.0,4672
安徽-淮南,102,20170127,10.0,21.0,4280
